row_id,short_title,long_title
8341,Polyarthrit NOS-forearm,"Unspecified polyarthropathy or polyarthritis, forearm"
8342,Polyarthritis NOS-hand,"Unspecified polyarthropathy or polyarthritis, hand"
8343,Polyarthritis NOS-pelvis,"Unspecified polyarthropathy or polyarthritis, pelvic region and thigh"
8344,Polyarthritis NOS-l/leg,"Unspecified polyarthropathy or polyarthritis, lower leg"
8345,Polyarthritis NOS-ankle,"Unspecified polyarthropathy or polyarthritis, ankle and foot"
8346,Polyarthrit NOS-oth site,"Unspecified polyarthropathy or polyarthritis, other specified sites"
8347,Polyarthritis NOS-mult,"Unspecified polyarthropathy or polyarthritis, multiple sites"
8348,Monoarthritis NOS-unspec,"Unspecified monoarthritis, site unspecified"
8349,Monoarthritis NOS-shlder,"Unspecified monoarthritis, shoulder region"
8350,Monoarthritis NOS-up/arm,"Unspecified monoarthritis, upper arm"
8351,Monoarthrit NOS-forearm,"Unspecified monoarthritis, forearm"
8352,Monoarthritis NOS-hand,"Unspecified monoarthritis, hand"
8353,Monoarthritis NOS-pelvis,"Unspecified monoarthritis, pelvic region and thigh"
8354,Monoarthritis NOS-l/leg,"Unspecified monoarthritis, lower leg"
8355,Monoarthritis NOS-ankle,"Unspecified monoarthritis, ankle and foot"
8356,Monoarthrit NOS-oth site,"Unspecified monoarthritis, other specified sites"
8357,Arthropathy NEC-unspec,"Other specified arthropathy, site unspecified"
8358,Arthropathy NEC-shlder,"Other specified arthropathy, shoulder region"
8359,Arthropathy NEC-up/arm,"Other specified arthropathy, upper arm"
8360,Arthropathy NEC-forearm,"Other specified arthropathy, forearm"
8361,Arthropathy NEC-hand,"Other specified arthropathy, hand"
8362,Arthropathy NEC-pelvis,"Other specified arthropathy, pelvic region and thigh"
8363,Arthropathy NEC-l/leg,"Other specified arthropathy, lower leg"
8364,Arthropathy NEC-ankle,"Other specified arthropathy, ankle and foot"
8365,Arthropathy NEC-oth site,"Other specified arthropathy, other specified sites"
8366,Arthropathy NEC-mult,"Other specified arthropathy, multiple sites"
8367,Arthropathy NOS-unspec,"Arthropathy, unspecified, site unspecified"
8368,Arthropathy NOS-shlder,"Arthropathy, unspecified, shoulder region"
8369,Arthropathy NOS-up/arm,"Arthropathy, unspecified, upper arm"
8370,Arthropathy NOS-forearm,"Arthropathy, unspecified, forearm"
8371,Arthropathy NOS-hand,"Arthropathy, unspecified, hand"
8372,Arthropathy NOS-pelvis,"Arthropathy, unspecified, pelvic region and thigh"
8373,Arthropathy NOS-l/leg,"Arthropathy, unspecified, lower leg"
8374,Arthropathy NOS-ankle,"Arthropathy, unspecified, ankle and foot"
8375,Arthropathy NOS-oth site,"Arthropathy, unspecified, other specified sites"
8376,Arthropathy NOS-mult,"Arthropathy, unspecified, multiple sites"
8377,Old bucket tear med men,Old bucket handle tear of medial meniscus
8378,Derang ant med meniscus,Derangement of anterior horn of medial meniscus
8379,Derang post med meniscus,Derangement of posterior horn of medial meniscus
8380,Derang med meniscus NEC,Other and unspecified derangement of medial meniscus
8381,Derang lat meniscus NOS,"Derangement of lateral meniscus, unspecified"
8382,Old bucket tear lat men,Bucket handle tear of lateral meniscus
8383,Perinatal chr resp dis,Chronic respiratory disease arising in the perinatal period
8384,Primary apnea of newborn,Primary apnea of newborn
8385,Other apnea of newborn,Other apnea of newborn
8386,"Cyanotic attack, newborn",Cyanotic attacks of newborn
8387,Resp failure of newborn,Respiratory failure of newborn
8388,Stomch cont asp w/o resp,Aspiration of postnatal stomach contents without respiratory symptoms
8389,Opn brain lacer-mod coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
8390,Opn brain lac-proln coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8391,Open brain lac-deep coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
8392,Opn brain lacer-coma NOS,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
8393,Open brain lacer-concuss,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified"
8394,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
8395,Subarachnoid hem-no coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
8396,Inf arthritis NOS-shlder,"Unspecified infective arthritis, shoulder region"
8397,Inf arthritis NOS-up/arm,"Unspecified infective arthritis, upper arm"
8398,Inf arthrit NOS-forearm,"Unspecified infective arthritis, forearm"
8399,Inf arthrit NOS-hand,"Unspecified infective arthritis, hand"
8400,Inf arthrit NOS-pelvis,"Unspecified infective arthritis, pelvic region and thigh"
8401,Inf arthrit NOS-l/leg,"Unspecified infective arthritis, lower leg"
8402,Inf arthrit NOS-ankle,"Unspecified infective arthritis, ankle and foot"
8403,Inf arthrit NOS-oth site,"Unspecified infective arthritis, other specified sites"
8404,Inf arthritis NOS-mult,"Unspecified infective arthritis, multiple sites"
8405,Dicalc phos cryst-unspec,"Chondrocalcinosis, due to dicalcium phosphate crystals, site unspecified"
8406,Dicalc phos cryst-shlder,"Chondrocalcinosis, due to dicalcium phosphate crystals, shoulder region"
8407,Dicalc phos cryst-up/arm,"Chondrocalcinosis, due to dicalcium phosphate crystals, upper arm"
8408,Dicalc phos crys-forearm,"Chondrocalcinosis, due to dicalcium phosphate crystals, forearm"
8409,Dicalc phos cryst-hand,"Chondrocalcinosis, due to dicalcium phosphate crystals, hand"
8410,Dicalc phos cryst-pelvis,"Chondrocalcinosis, due to dicalcium phosphate crystals, pelvic region and thigh"
8411,Dicalc phos cryst-l/leg,"Chondrocalcinosis, due to dicalcium phosphate crystals, lower leg"
8412,Dicalc phos cryst-ankle,"Chondrocalcinosis, due to dicalcium phosphate crystals, ankle and foot"
8413,Dicalc phos cry-site NEC,"Chondrocalcinosis, due to dicalcium phosphate crystals, other specified sites"
8414,Dicalc phos cryst-mult,"Chondrocalcinosis, due to dicalcium phosphate crystals, multiple sites"
8415,Pyrophosph cryst-unspec,"Chondrocalcinosis, due to pyrophosphate crystals, site unspecified"
8416,Pyrophosph cryst-shlder,"Chondrocalcinosis, due to pyrophosphate crystals, shoulder region"
8417,Pyrophosph cryst-up/arm,"Chondrocalcinosis, due to pyrophosphate crystals, upper arm"
8418,Pyrophosph cryst-forearm,"Chondrocalcinosis, due to pyrophosphate crystals, forearm"
8419,Pyrophosph cryst-hand,"Chondrocalcinosis, due to pyrophosphate crystals, hand"
8420,Pyrophosph cryst-pelvis,"Chondrocalcinosis, due to pyrophosphate crystals, pelvic region and thigh"
8421,Pyrophosph cryst-l/leg,"Chondrocalcinosis, due to pyrophosphate crystals, lower leg"
8422,Pyrophosph cryst-ankle,"Chondrocalcinosis, due to pyrophosphate crystals, ankle and foot"
8423,Pyrophos cryst-site NEC,"Chondrocalcinosis, due to pyrophosphate crystals, other specified sites"
8424,Pyrophos cryst-mult,"Chondrocalcinosis, due to pyrophosphate crystals, multiple sites"
8425,Chondrocalcin NOS-unspec,"Chondrocalcinosis, unspecified, site unspecified"
8426,Chondrocalcin NOS-shlder,"Chondrocalcinosis, unspecified, shoulder region"
8427,Chondrocalcin NOS-up/arm,"Chondrocalcinosis, unspecified, upper arm"
8428,Chondrocalc NOS-forearm,"Chondrocalcinosis, unspecified, forearm"
8429,Chondrocalcin NOS-hand,"Chondrocalcinosis, unspecified, hand"
8430,Chondrocalcin NOS-pelvis,"Chondrocalcinosis, unspecified, pelvic region and thigh"
8431,Chondrocalcin NOS-l/leg,"Chondrocalcinosis, unspecified, lower leg"
8432,Chondrocalcin NOS-ankle,"Chondrocalcinosis, unspecified, ankle and foot"
8433,Chondrocalc NOS-oth site,"Chondrocalcinosis, unspecified, other specified sites"
8434,Chondrocalcin NOS-mult,"Chondrocalcinosis, unspecified, multiple sites"
8435,Cryst arthrop NEC-unspec,"Other specified crystal arthropathies, site unspecified"
8436,Cryst arthrop NEC-shlder,"Other specified crystal arthropathies, shoulder region"
8437,Cryst arthrop NEC-up/arm,"Other specified crystal arthropathies, upper arm"
8438,Crys arthrop NEC-forearm,"Other specified crystal arthropathies, forearm"
8439,Cryst arthrop NEC-hand,"Other specified crystal arthropathies, hand"
8440,Cryst arthrop NEC-pelvis,"Other specified crystal arthropathies, pelvic region and thigh"
8441,Cryst arthrop NEC-l/leg,"Other specified crystal arthropathies, lower leg"
8442,Cryst arthrop NEC-ankle,"Other specified crystal arthropathies, ankle and foot"
8443,Cry arthrop NEC-oth site,"Other specified crystal arthropathies, other specified sites"
8444,Cryst arthrop NEC-mult,"Other specified crystal arthropathies, multiple sites"
8445,Cryst arthrop NOS-unspec,"Unspecified crystal arthropathy, site unspecified"
8446,Cryst arthrop NOS-shldr,"Unspecified crystal arthropathy, shoulder region"
8447,Cryst arthrop NOS-up/arm,"Unspecified crystal arthropathy, upper arm"
8448,Crys arthrop NOS-forearm,"Unspecified crystal arthropathy, forearm"
8449,Cryst arthrop NOS-hand,"Unspecified crystal arthropathy, hand"
8450,Cryst arthrop NOS-pelvis,"Unspecified crystal arthropathy, pelvic region and thigh"
8451,Cryst arthrop NOS-l/leg,"Unspecified crystal arthropathy, lower leg"
8452,Cryst arthrop NOS-ankle,"Unspecified crystal arthropathy, ankle and foot"
8453,Cry arthrop NOS-oth site,"Unspecified crystal arthropathy, other specified sites"
8454,Cryst arthrop NOS-mult,"Unspecified crystal arthropathy, multiple sites"
8455,Arthrop w endocr/met dis,Arthropathy associated with other endocrine and metabolic disorders
8456,Arthrop w noninf GI dis,Arthropathy associated with gastrointestinal conditions other than infections
8457,Arthropath w hematol dis,Arthropathy associated with hematological disorders
8458,Arthropathy w skin dis,Arthropathy associated with dermatological disorders
8459,Arthropathy w resp dis,Arthropathy associated with respiratory disorders
8460,Arthropathy w nerve dis,Arthropathy associated with neurological disorders
8461,Arthrop w hypersen react,Arthropathy associated with hypersensitivity reaction
8462,Light-for-dates wtNOS,"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]"
8463,Light-for-dates <500g,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams"
8464,Lt-for-dates 500-749g,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams"
8465,Lt-for-dates 750-999g,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams"
8466,Lt-for-dates 1000-1249g,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams"
8467,Lt-for-dates 1250-1499g,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams"
8468,Lt-for-dates 1500-1749g,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams"
8469,Lt-for-dates 1750-1999g,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams"
8470,Lt-for-dates 2000-2499g,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams"
8471,Lt-for-dates 2500+g,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over"
8472,Lt-for-date w/mal wtNOS,"""Light-for-dates"" with signs of fetal malnutrition, unspecified [weight]"
8473,Lt-for-date w/mal <500g,"""Light-for-dates"" with signs of fetal malnutrition, less than 500 grams"
8474,Lt-date w/mal 500-749g,"""Light-for-dates""with signs of fetal malnutrition, 500-749 grams"
8475,Lt-date w/mal 750-999g,"""Light-for-dates"" with signs of fetal malnutrition, 750-999 grams"
8476,Lt-date w/mal 1000-1249g,"""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams"
8477,Lt-date w/mal 1250-1499g,"""Light-for-dates"" with signs of fetal malnutrition, 1,250-1,499 grams"
8478,Lt-date w/mal 1500-1749g,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams"
8479,Lt-date w/mal 1750-1999g,"""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams"
8480,Lt-date w/mal 2000-2499g,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams"
8481,Lt-for-date w/mal 2500+g,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over"
8482,Fetal malnutrition wtNOS,"Fetal malnutrition without mention of ""light-for-dates"", unspecified [weight]"
8483,Fetal malnutrition <500g,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams"
8484,Fetal malnutr 500-749g,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams"
8485,Fetal mal 750-999g,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams"
8486,Fetal mal 1000-1249g,"Fetal malnutrition without mention of ""light-for-dates"", 1,000-1,249 grams"
8487,Fetal mal 1250-1499g,"Fetal malnutrition without mention of ""light-for-dates"", 1,250-1,499 grams"
8488,Fetal mal 1500-1749g,"Fetal malnutrition without mention of ""light-for-dates"", 1,500-1,749 grams"
8489,Fetal malnutr 1750-1999g,"Fetal malnutrition without mention of ""light-for-dates"", 1,750-1,999 grams"
8490,Fetal malnutr 2000-2499g,"Fetal malnutrition without mention of ""light-for-dates"", 2,000-2,499 grams"
8491,Fetal malnutr 2500+g,"Fetal malnutrition without mention of ""light-for-dates"", 2,500 grams and over"
8492,Fet growth retard wtNOS,"Fetal growth retardation, unspecified, unspecified [weight]"
